TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionDate,PreviousTransactionDate,BinningAge,Target
487.16,28.0,84.0,1.0,321.21000000000004,Credit,Los Angeles,Branch,Student,2023-01-02 16:01:14,2024-11-04 08:12:22,Low,2
405.6,37.0,44.0,1.0,9754.73,Debit,Tucson,Online,Engineer,2023-08-08 17:41:41,2024-11-04 08:09:24,Low,0
512.95,57.0,143.0,1.0,9584.52,Debit,Columbus,Branch,Engineer,2023-10-16 17:08:36,2024-11-04 08:10:05,Medium,0
345.94,31.0,163.0,1.0,7624.56,Debit,Portland,ATM,Doctor,2023-10-09 17:32:57,2024-11-04 08:11:40,Low,0
356.56,47.0,52.0,1.0,2485.73,Debit,New York,Online,Engineer,2023-10-09 17:23:21,2024-11-04 08:11:57,Medium,1
10.310000000000002,36.0,280.0,1.0,2137.9,Debit,Louisville,Online,Engineer,2023-01-13 16:23:56,2024-11-04 08:11:14,Low,2
211.69,30.0,111.0,1.0,6412.85,Debit,Atlanta,Branch,Doctor,2023-10-20 16:02:07,2024-11-04 08:07:50,Low,0
221.49,23.0,196.0,1.0,707.25,Credit,Oklahoma City,Branch,Student,2023-09-13 18:11:22,2024-11-04 08:11:50,Very Low,2
278.23,48.0,83.0,1.0,8300.54,Debit,Fresno,Online,Engineer,2023-05-04 17:49:33,2024-11-04 08:09:46,Medium,0
116.88,45.0,263.0,1.0,7717.34,Debit,Memphis,ATM,Doctor,2023-10-04 17:10:02,2024-11-04 08:10:02,Medium,0
328.77,39.0,247.0,1.0,6967.03,Credit,San Diego,Online,Doctor,2023-04-03 17:59:23,2024-11-04 08:09:57,Low,0
77.53,54.0,55.0,1.0,5158.6,Debit,Louisville,Branch,Retired,2023-07-25 18:00:25,2024-11-04 08:07:12,Medium,1
421.74,67.0,103.0,1.0,12031.14,Debit,San Jose,Online,Doctor,2023-06-20 17:07:05,2024-11-04 08:10:18,High,0
313.69,73.0,152.0,1.0,7093.68,Debit,Oklahoma City,Branch,Retired,2023-03-10 16:35:33,2024-11-04 08:10:23,High,1
411.72,29.0,153.0,1.0,8539.86,Debit,Washington,Branch,Doctor,2023-06-20 18:43:51,2024-11-04 08:11:43,Low,0
508.73,59.0,89.0,1.0,7640.57,Debit,Chicago,Branch,Retired,2023-07-14 16:22:54,2024-11-04 08:09:07,Medium,1
153.08,24.0,201.0,1.0,1292.21,Debit,Omaha,ATM,Student,2023-11-27 16:57:08,2024-11-04 08:09:29,Very Low,2
23.00999999999999,63.0,166.0,1.0,5958.75,Debit,Las Vegas,Branch,Retired,2023-06-09 18:33:04,2024-11-04 08:09:14,High,1
69.28000000000003,25.0,129.0,1.0,708.7399999999998,Debit,Los Angeles,Online,Student,2023-10-30 16:36:24,2024-11-04 08:11:01,Very Low,2
51.25,28.0,66.0,1.0,1744.4,Credit,Austin,Branch,Student,2023-08-29 16:16:15,2024-11-04 08:11:52,Low,2
407.65,25.0,263.0,1.0,273.77999999999975,Debit,Denver,ATM,Student,2023-08-07 17:17:34,2024-11-04 08:08:37,Very Low,2
459.25,25.0,59.0,1.0,130.76000000000022,Debit,Tucson,Branch,Student,2023-05-23 16:44:33,2024-11-04 08:11:47,Very Low,2
301.56,49.0,118.0,1.0,10389.6,Debit,Seattle,Branch,Doctor,2023-02-09 17:46:49,2024-11-04 08:10:23,Medium,0
17.670000000000016,63.0,91.0,1.0,1048.1800000000007,Debit,San Diego,Online,Doctor,2023-06-27 17:50:21,2024-11-04 08:10:55,High,1
5.2900000000000205,32.0,132.0,1.0,12896.68,Credit,San Francisco,Online,Doctor,2023-03-13 18:24:20,2024-11-04 08:11:04,Low,0
401.37,43.0,251.0,1.0,8208.54,Debit,Los Angeles,Branch,Engineer,2023-09-18 16:18:19,2024-11-04 08:11:41,Low,0
145.4,38.0,24.0,1.0,5244.49,Debit,Tucson,Online,Engineer,2023-07-06 17:53:38,2024-11-04 08:09:52,Low,2
556.34,37.0,46.0,1.0,11935.14,Debit,Seattle,Online,Doctor,2023-10-19 16:34:22,2024-11-04 08:07:12,Low,0
34.31,24.0,251.0,1.0,1484.7600000000002,Debit,Philadelphia,ATM,Student,2023-04-28 16:55:28,2024-11-04 08:11:26,Very Low,2
780.5899999999999,23.0,145.0,1.0,6513.34,Credit,Tucson,Online,Student,2023-06-28 17:58:48,2024-11-04 08:07:01,Very Low,2
282.65,35.0,161.0,1.0,13801.15,Debit,Fort Worth,ATM,Doctor,2023-03-08 17:42:36,2024-11-04 08:08:51,Low,0
305.27,68.0,147.0,1.0,12958.65,Debit,Las Vegas,Online,Doctor,2023-09-27 16:25:38,2024-11-04 08:09:31,High,0
185.81,32.0,116.0,1.0,9588.71,Debit,Austin,Online,Doctor,2023-09-20 16:30:06,2024-11-04 08:10:15,Low,0
66.00999999999999,49.0,179.0,1.0,3475.99,Debit,Milwaukee,Online,,2023-10-06 18:39:39,2024-11-04 08:07:05,Medium,1
447.95,29.0,75.0,1.0,7544.4,Debit,Tucson,Branch,Engineer,2023-01-11 17:27:56,2024-11-04 08:09:20,Low,0
279.3,19.0,48.0,1.0,1193.6099999999992,Debit,Oklahoma City,ATM,Student,2023-06-22 17:28:02,2024-11-04 08:07:20,Very Low,2
211.36,33.0,27.0,1.0,12063.77,Debit,Indianapolis,Online,Doctor,2023-05-08 16:25:03,2024-11-04 08:07:00,Low,0
611.1500000000001,27.0,121.0,1.0,892.8299999999999,Debit,Detroit,ATM,Student,2023-08-11 17:12:30,2024-11-04 08:09:23,Low,2
275.2,54.0,81.0,1.0,1230.12,Debit,New York,Online,Engineer,2023-08-24 17:13:38,2024-11-04 08:09:50,Medium,1
427.79,18.0,189.0,1.0,1479.67,Debit,San Jose,Branch,Student,2023-02-21 17:42:42,2024-11-04 08:08:54,Very Low,2
469.13,54.0,139.0,1.0,1265.2799999999997,Credit,San Antonio,ATM,Doctor,,2024-11-04 08:07:30,Medium,1
102.81000000000003,76.0,47.0,1.0,3228.87,Debit,Seattle,Branch,Retired,2023-12-04 16:23:00,2024-11-04 08:08:07,High,1
22.610000000000014,19.0,145.0,1.0,1111.6700000000005,Debit,Seattle,Online,Student,2023-12-21 17:56:04,2024-11-04 08:06:47,Very Low,2
68.28,56.0,293.0,1.0,3213.16,Debit,Boston,Online,Engineer,2023-06-08 18:54:04,2024-11-04 08:08:24,Medium,1
33.64999999999998,63.0,146.0,1.0,12719.93,Credit,New York,Online,Doctor,2023-09-18 17:18:03,2024-11-04 08:07:24,High,0
362.68,63.0,137.0,1.0,2040.77,Credit,Miami,ATM,Retired,2023-01-16 18:02:19,2024-11-04 08:06:30,High,1
73.23000000000002,20.0,172.0,1.0,1309.85,Debit,San Francisco,Branch,Student,2023-06-23 16:41:27,2024-11-04 08:12:22,Very Low,2
654.49,25.0,104.0,1.0,164.60999999999967,Credit,Austin,Online,Student,2023-11-20 16:31:36,2024-11-04 08:08:39,Very Low,2
18.560000000000002,49.0,161.0,1.0,4230.37,Credit,Memphis,Branch,Engineer,2023-04-24 17:04:21,2024-11-04 08:07:40,Medium,1
389.05,27.0,41.0,1.0,761.0,Debit,Dallas,ATM,Student,2023-01-06 17:35:08,2024-11-04 08:11:28,Low,2
7.3799999999999955,67.0,112.0,1.0,2923.83,Debit,Houston,Online,Retired,2023-03-15 16:47:45,2024-11-04 08:10:18,High,1
109.47999999999999,45.0,93.0,1.0,7372.47,Debit,Baltimore,Online,Retired,2023-06-26 17:38:22,2024-11-04 08:07:26,Medium,0
66.91,39.0,85.0,1.0,871.1000000000004,Debit,Seattle,ATM,Doctor,2023-01-30 18:47:17,2024-11-04 08:10:19,Low,2
335.48,45.0,155.0,1.0,3023.16,Debit,Oklahoma City,Branch,Engineer,2023-03-02 16:06:18,2024-11-04 08:06:45,Medium,1
38.139999999999986,19.0,174.0,1.0,1119.21,Debit,Albuquerque,Online,Student,2023-12-28 16:51:20,2024-11-04 08:09:59,Very Low,2
360.02,68.0,68.0,1.0,6400.59,Debit,Dallas,Online,Retired,2023-02-09 16:29:06,2024-11-04 08:08:53,High,1
567.71,63.0,80.0,1.0,13884.24,Debit,Memphis,Online,Doctor,2023-02-06 18:39:23,2024-11-04 08:10:40,High,0
218.19,19.0,185.0,1.0,620.8299999999999,Debit,Austin,ATM,Student,2023-05-23 16:29:31,2024-11-04 08:10:27,Very Low,2
209.99,19.0,40.0,1.0,1938.0100000000002,Debit,Denver,ATM,Student,2023-09-07 17:19:21,2024-11-04 08:11:39,Very Low,2
11.019999999999982,19.0,280.0,1.0,964.79,Debit,Tucson,Branch,Student,2023-11-13 16:32:53,2024-11-04 08:06:56,Very Low,2
83.43,56.0,109.0,1.0,1870.1599999999999,Debit,New York,Online,Retired,2023-05-30 16:28:48,2024-11-04 08:11:40,Medium,1
344.97,34.0,106.0,1.0,5577.94,Debit,Austin,Online,Doctor,2023-03-20 17:30:52,2024-11-04 08:09:39,Low,2
172.29,36.0,283.0,1.0,8700.8,Debit,El Paso,ATM,Engineer,2023-01-30 17:22:39,2024-11-04 08:08:42,Low,0
195.54,60.0,255.0,1.0,2794.66,Debit,Omaha,Online,Retired,2023-07-17 16:05:23,2024-11-04 08:09:01,Medium,1
101.23000000000002,45.0,87.0,1.0,6169.71,Debit,Colorado Springs,Online,Engineer,2023-08-04 18:34:01,2024-11-04 08:06:42,Medium,0
180.46,25.0,34.0,1.0,831.75,Debit,Fresno,ATM,Student,2023-03-13 16:26:30,2024-11-04 08:11:23,Very Low,2
692.55,53.0,109.0,1.0,2451.56,Debit,Charlotte,Branch,Retired,2023-03-07 16:51:37,2024-11-04 08:12:17,Medium,1
147.31,34.0,92.0,1.0,13625.52,Credit,Mesa,Online,Doctor,2023-06-12 17:10:27,2024-11-04 08:07:58,Low,0
107.48000000000002,20.0,103.0,1.0,1379.3900000000003,Debit,Los Angeles,Branch,Student,2023-02-07 17:38:18,2024-11-04 08:12:07,Very Low,2
81.50999999999999,25.0,97.0,1.0,865.4899999999998,Debit,Washington,Branch,Student,2023-08-10 16:10:22,2024-11-04 08:07:15,Very Low,2
365.48,76.0,216.0,1.0,7147.4,Credit,Seattle,Online,Retired,2023-05-22 17:59:02,2024-11-04 08:10:38,High,1
491.1,35.0,125.0,1.0,7833.85,Credit,Houston,Online,Engineer,2023-06-05 16:08:37,2024-11-04 08:07:32,Low,0
452.8,80.0,151.0,1.0,4840.67,Debit,Los Angeles,Branch,Retired,2023-11-24 16:45:11,2024-11-04 08:07:34,High,1
645.04,70.0,78.0,1.0,7361.47,Debit,Memphis,Branch,Retired,2023-12-22 17:08:55,2024-11-04 08:07:29,High,1
169.28,45.0,114.0,1.0,5128.44,Debit,Philadelphia,Branch,Doctor,2023-03-27 18:08:06,2024-11-04 08:11:54,Medium,1
88.42000000000002,62.0,91.0,1.0,12381.45,Debit,El Paso,ATM,Doctor,2023-10-18 16:28:19,2024-11-04 08:09:15,Medium,0
155.53,29.0,66.0,1.0,4008.05,Debit,Baltimore,ATM,Engineer,2023-03-24 17:04:32,2024-11-04 08:08:36,Low,2
39.24000000000001,77.0,106.0,1.0,6462.41,Debit,Dallas,ATM,Retired,2023-11-14 18:33:32,2024-11-04 08:11:18,High,1
78.76999999999998,48.0,50.0,1.0,6470.57,Credit,Las Vegas,ATM,Engineer,2023-05-08 18:36:59,2024-11-04 08:06:41,Medium,1
26.5,48.0,179.0,1.0,4854.83,Debit,Indianapolis,Online,Engineer,2023-02-08 16:42:59,2024-11-04 08:07:24,Medium,1
83.62,48.0,146.0,1.0,12652.22,Debit,Raleigh,ATM,Doctor,2023-06-22 17:18:09,2024-11-04 08:12:06,Medium,0
142.78,68.0,150.0,1.0,11705.88,Debit,San Diego,Branch,Doctor,2023-05-09 16:40:52,2024-11-04 08:12:22,High,0
55.99000000000001,35.0,95.0,1.0,932.6099999999997,Debit,El Paso,ATM,Doctor,2023-11-13 16:16:24,2024-11-04 08:07:20,Low,2
774.48,61.0,31.0,1.0,11613.58,Debit,Louisville,Branch,Doctor,2023-03-06 16:12:45,2024-11-04 08:08:33,Medium,0
105.37000000000003,25.0,160.0,1.0,1068.5500000000002,Debit,Sacramento,ATM,Student,2023-05-11 18:31:20,2024-11-04 08:09:44,Very Low,2
118.82999999999998,28.0,295.0,1.0,1616.3000000000002,Debit,Virginia Beach,Online,Student,2023-06-26 16:10:25,2024-11-04 08:08:28,Low,2
46.22000000000003,23.0,217.0,1.0,471.27999999999975,Debit,San Jose,Branch,Student,2023-11-13 16:41:09,2024-11-04 08:08:59,Very Low,2
659.71,21.0,148.0,1.0,106.85999999999967,Credit,San Jose,Branch,Student,2023-05-05 16:10:24,2024-11-04 08:09:32,Very Low,2
377.97,72.0,160.0,1.0,2457.1,Debit,Miami,Online,Retired,2023-11-17 16:50:08,2024-11-04 08:11:04,High,1
114.1,69.0,148.0,1.0,5882.12,Debit,Boston,Branch,Retired,2023-05-22 17:45:02,2024-11-04 08:11:19,High,1
11.300000000000011,55.0,41.0,1.0,1938.9899999999998,Credit,Louisville,Online,Retired,2023-12-01 16:33:43,2024-11-04 08:09:25,Medium,1
95.5,57.0,17.0,1.0,4079.09,Debit,Omaha,Online,Retired,2023-05-22 16:24:02,2024-11-04 08:08:19,Medium,1
130.93,28.0,149.0,1.0,860.1199999999999,Credit,Houston,Branch,Engineer,2023-02-08 16:52:09,2024-11-04 08:11:18,Low,2
272.97,68.0,174.0,1.0,7811.31,Debit,Boston,Online,Retired,2023-04-17 18:42:04,2024-11-04 08:10:58,High,1
73.35,24.0,47.0,1.0,1181.8400000000001,Debit,San Francisco,Branch,Student,2023-03-13 16:33:49,2024-11-04 08:09:57,Very Low,2
29.939999999999998,58.0,243.0,1.0,10915.54,Debit,San Francisco,ATM,Doctor,2023-10-13 16:22:08,2024-11-04 08:12:01,Medium,0
50.52000000000001,20.0,140.0,1.0,1121.1900000000005,Debit,Boston,Online,Student,2023-10-16 16:29:39,,Very Low,2
820.46,53.0,243.0,1.0,5621.86,Credit,Fort Worth,Online,Engineer,2023-04-03 16:22:48,2024-11-04 08:10:23,Medium,1
153.07,56.0,116.0,1.0,8873.43,Debit,Detroit,ATM,Engineer,2023-04-03 18:37:57,2024-11-04 08:12:06,Medium,0
52.93999999999997,41.0,146.0,1.0,6990.92,Debit,Tucson,Branch,Doctor,2023-06-12 17:36:25,2024-11-04 08:11:08,Low,0
384.41,60.0,65.0,1.0,7831.56,Debit,Jacksonville,ATM,Engineer,2023-04-17 16:53:29,2024-11-04 08:10:13,Medium,1
235.42,51.0,175.0,1.0,6173.23,Debit,Phoenix,Branch,Retired,2023-07-10 18:34:22,2024-11-04 08:11:06,Medium,1
114.23000000000002,56.0,64.0,1.0,9523.72,Debit,Dallas,ATM,Doctor,2023-06-07 17:35:50,2024-11-04 08:06:35,Medium,0
12.620000000000005,33.0,61.00000000000001,1.0,6420.47,Debit,El Paso,Branch,Doctor,2023-05-05 16:35:44,2024-11-04 08:09:03,Low,0
373.52,35.0,235.0,1.0,6430.41,Debit,Colorado Springs,ATM,Engineer,2023-09-25 16:23:23,2024-11-04 08:11:16,Low,0
336.05,28.0,164.0,1.0,1635.0500000000002,Debit,San Antonio,Branch,Student,2023-04-24 17:18:18,2024-11-04 08:12:13,Low,2
366.93,66.0,33.0,1.0,6697.79,Debit,Houston,Online,Retired,2023-12-11 18:43:00,2024-11-04 08:11:33,High,1
112.27000000000001,58.0,102.0,1.0,7369.89,Debit,Seattle,Branch,Doctor,2023-10-19 17:34:53,2024-11-04 08:11:23,Medium,1
494.96,40.0,132.0,1.0,6903.68,Debit,Sacramento,ATM,Engineer,2023-03-31 16:34:38,2024-11-04 08:08:34,Low,0
561.58,65.0,23.0,1.0,11748.86,Debit,Sacramento,Online,Doctor,2023-06-23 17:38:26,2024-11-04 08:06:32,High,0
440.94,42.0,148.0,1.0,7303.23,Debit,San Antonio,Online,Doctor,2023-09-13 18:38:27,2024-11-04 08:11:22,Low,0
71.9,29.0,51.0,1.0,10619.35,Debit,Los Angeles,Branch,Doctor,2023-02-20 16:28:39,2024-11-04 08:12:07,Low,0
256.66,54.0,137.0,1.0,1794.5,Credit,Raleigh,Online,Retired,2023-07-17 17:08:03,2024-11-04 08:06:55,Medium,1
166.55,59.0,99.0,1.0,12970.21,Credit,Houston,Branch,Doctor,2023-07-13 17:51:44,2024-11-04 08:09:36,Medium,0
276.26,56.0,143.0,1.0,120.89000000000033,Debit,Louisville,Branch,Doctor,2023-02-13 17:04:50,2024-11-04 08:11:47,Medium,1
35.45999999999998,67.0,164.0,1.0,5692.31,Debit,Indianapolis,ATM,Doctor,2023-07-18 16:38:11,2024-11-04 08:10:12,High,1
38.139999999999986,50.0,165.0,1.0,9879.87,Debit,Portland,Branch,Engineer,2023-04-07 16:16:00,2024-11-04 08:07:16,Medium,0
506.26,64.0,86.0,1.0,6266.65,Credit,Baltimore,ATM,Retired,2023-12-18 18:26:07,2024-11-04 08:11:53,High,1
736.32,31.0,27.999999999999986,1.0,14268.95,Debit,Indianapolis,Online,Doctor,2023-04-12 17:06:06,2024-11-04 08:10:23,Low,0
389.43,52.0,151.0,1.0,6449.83,Credit,Austin,ATM,Engineer,2023-11-27 18:01:47,2024-11-04 08:10:57,Medium,1
25.579999999999984,60.0,166.0,1.0,6741.41,Debit,Omaha,ATM,Engineer,2023-11-16 16:33:22,2024-11-04 08:06:29,Medium,1
446.1,25.0,243.0,1.0,1008.4400000000005,Debit,Seattle,ATM,Student,2023-09-19 17:45:19,2024-11-04 08:08:30,Very Low,2
147.73999999999998,23.0,15.0,1.0,1711.7799999999997,Debit,Raleigh,Branch,Student,2023-09-05 16:52:06,2024-11-04 08:12:18,Very Low,2
46.22999999999999,77.0,282.0,1.0,5107.75,Debit,Fresno,Online,Retired,2023-05-29 17:45:26,2024-11-04 08:09:46,High,1
265.37,33.0,77.0,1.0,5229.95,Debit,Washington,Branch,Engineer,2023-05-26 17:56:17,2024-11-04 08:09:20,Low,2
342.57,20.0,91.0,1.0,339.15999999999985,Debit,Boston,Online,Student,2023-02-03 17:10:00,2024-11-04 08:09:51,Very Low,2
417.26,32.0,45.0,1.0,10442.48,Credit,New York,Online,Doctor,2023-02-27 17:01:24,2024-11-04 08:11:53,Low,0
33.629999999999995,63.0,76.0,1.0,4324.4,Debit,Columbus,Online,Retired,2023-11-03 16:50:08,2024-11-04 08:10:52,High,1
64.57999999999998,55.0,173.0,1.0,6292.29,Debit,El Paso,Branch,Retired,2023-12-04 18:06:30,2024-11-04 08:11:27,Medium,1
23.230000000000018,21.0,122.0,1.0,269.0100000000002,Credit,Miami,Branch,Student,2023-04-20 16:34:59,2024-11-04 08:09:54,Very Low,2
211.36,78.0,112.0,1.0,4734.110000000001,Credit,Jacksonville,ATM,Retired,2023-08-07 16:15:05,2024-11-04 08:07:59,High,1
285.49,53.0,109.0,1.0,6366.84,Credit,Charlotte,Branch,Doctor,2023-08-11 18:42:10,2024-11-04 08:12:14,Medium,1
71.87,22.0,258.0,1.0,1839.1,Debit,Nashville,ATM,Student,2023-01-16 18:03:02,2024-11-04 08:12:07,Very Low,2
308.8,53.0,41.0,1.0,3966.54,Debit,Baltimore,ATM,Retired,2023-12-26 16:08:51,2024-11-04 08:09:59,Medium,1
135.35,45.0,82.0,1.0,9983.36,Debit,Houston,Branch,Engineer,2023-07-28 18:42:51,2024-11-04 08:07:24,Medium,0
288.43,66.0,72.0,1.0,4577.09,Debit,Phoenix,Branch,Retired,2023-05-08 16:37:53,2024-11-04 08:09:00,High,1
147.46,65.0,205.0,1.0,7458.03,Credit,Albuquerque,Online,Doctor,2023-10-12 16:58:25,2024-11-04 08:11:31,High,1
214.15,32.0,217.0,1.0,6397.29,Debit,,Branch,Engineer,2023-10-30 17:07:54,2024-11-04 08:10:59,Low,0
170.36,30.0,118.0,1.0,6034.73,Debit,Indianapolis,ATM,Doctor,2023-03-27 16:56:29,2024-11-04 08:09:24,Low,2
736.53,55.0,120.0,1.0,9826.26,Debit,Philadelphia,ATM,Engineer,2023-05-10 17:05:08,2024-11-04 08:09:38,Medium,0
213.42,45.0,17.0,1.0,3736.38,Debit,Columbus,ATM,Engineer,2023-07-27 17:30:14,2024-11-04 08:11:26,Medium,1
94.09,27.0,203.0,1.0,646.8500000000004,Debit,Miami,Branch,Student,2023-09-12 16:32:09,2024-11-04 08:10:29,Low,2
91.23000000000005,72.0,86.0,1.0,6385.12,,Boston,ATM,Retired,2023-05-15 16:13:54,2024-11-04 08:08:29,High,1
263.92,57.0,233.0,1.0,4161.71,Credit,San Diego,Branch,Retired,2023-07-26 17:56:54,2024-11-04 08:10:43,Medium,1
77.49999999999997,51.0,201.0,1.0,11079.77,Credit,Fort Worth,Online,Doctor,2023-05-23 16:44:55,2024-11-04 08:08:15,Medium,0
3.6499999999999773,69.0,146.0,1.0,10017.11,Debit,Miami,Online,Doctor,2023-02-13 17:48:36,2024-11-04 08:11:01,High,0
43.879999999999995,26.0,251.0,1.0,1644.0900000000001,Credit,Seattle,Online,Student,2023-11-13 17:43:37,2024-11-04 08:08:21,Very Low,2
211.36,28.0,132.0,1.0,387.64999999999964,Debit,El Paso,ATM,Student,2023-04-28 16:32:10,2024-11-04 08:07:44,Low,2
224.79,18.0,129.0,1.0,528.3800000000001,Debit,Boston,Online,Student,2023-08-22 16:34:34,2024-11-04 08:10:25,Very Low,2
64.30000000000001,55.0,67.0,1.0,7530.3,Debit,Louisville,ATM,Retired,2023-09-04 17:36:40,2024-11-04 08:11:58,Medium,1
111.79000000000002,62.0,49.0,1.0,10887.59,Debit,Jacksonville,Online,Doctor,2023-12-26 17:40:23,2024-11-04 08:11:34,Medium,0
613.7,61.0,37.0,1.0,7307.11,Credit,Fort Worth,Branch,Retired,2023-02-22 17:33:56,2024-11-04 08:10:53,Medium,1
170.45,60.0,199.0,1.0,2284.41,Debit,San Francisco,Branch,Engineer,2023-01-05 16:56:49,2024-11-04 08:09:17,Medium,1
344.27,22.0,123.0,1.0,1918.3599999999997,Debit,San Antonio,Branch,Student,2023-09-19 17:23:14,2024-11-04 08:09:37,Very Low,2
872.72,22.0,288.0,1.0,503.0100000000002,Debit,Washington,Online,Student,2023-04-24 16:47:17,2024-11-04 08:10:49,Very Low,2
292.95,37.0,56.0,1.0,1216.9099999999999,Debit,Memphis,Branch,Engineer,2023-02-16 16:23:11,2024-11-04 08:11:13,Low,2
28.439999999999998,18.0,243.0,1.0,1071.04,Debit,Fresno,ATM,Student,2023-08-31 17:43:38,2024-11-04 08:09:03,Very Low,2
209.02,21.0,74.0,1.0,187.89999999999964,Debit,El Paso,ATM,Student,2023-03-03 17:08:36,2024-11-04 08:11:19,Very Low,2
20.05000000000001,72.0,171.0,1.0,7145.67,Debit,Chicago,ATM,Retired,2023-11-29 17:43:51,2024-11-04 08:08:00,High,1
175.02,28.0,71.0,1.0,1493.88,Debit,Phoenix,Online,Student,2023-04-10 16:23:53,2024-11-04 08:09:21,Low,2
89.5,41.0,134.0,1.0,8658.95,Credit,Louisville,Branch,Engineer,2023-08-21 16:22:06,2024-11-04 08:09:01,Low,0
69.95999999999998,28.0,31.0,1.0,164.1199999999999,Debit,Baltimore,Branch,Student,2023-10-16 17:43:00,2024-11-04 08:08:13,Low,2
146.51,53.0,112.0,1.0,7089.9,Debit,Albuquerque,ATM,Engineer,2023-01-25 17:12:17,2024-11-04 08:10:39,Medium,1
376.78,21.0,88.0,1.0,841.6499999999996,Credit,Nashville,Online,Student,2023-08-14 17:25:14,2024-11-04 08:07:49,Very Low,2
148.53999999999996,71.0,107.0,1.0,5677.05,Credit,Columbus,Branch,Retired,2023-12-22 16:25:16,2024-11-04 08:11:52,High,1
388.77,26.0,30.0,1.0,1658.4899999999998,Credit,Jacksonville,Online,Student,2023-12-11 16:57:08,2024-11-04 08:11:05,Very Low,2
100.38000000000002,63.0,49.0,1.0,10171.68,Debit,Seattle,Branch,Doctor,2023-11-27 17:51:15,2024-11-04 08:09:18,High,0
137.23,64.0,63.0,1.0,13847.99,Debit,Fresno,Branch,Doctor,2023-04-07 16:50:22,2024-11-04 08:08:41,High,0
870.3,51.0,229.0,1.0,3688.98,Debit,San Jose,ATM,Retired,2023-08-28 17:56:39,2024-11-04 08:08:54,Medium,1
458.94,52.0,180.0,1.0,5619.95,Debit,Detroit,Branch,Engineer,2023-07-18 18:06:23,2024-11-04 08:08:35,Medium,1
327.35,20.0,175.0,1.0,342.0799999999999,Credit,Memphis,Branch,Student,2023-09-25 18:48:58,2024-11-04 08:11:19,Very Low,2
757.15,53.0,38.0,1.0,4702.86,Debit,Raleigh,Online,Engineer,2023-01-17 16:53:08,2024-11-04 08:08:06,Medium,1
5.639999999999986,45.0,47.0,1.0,12703.24,Debit,Boston,Online,Doctor,2023-03-08 16:57:30,2024-11-04 08:11:10,Medium,0
47.22999999999999,73.0,160.0,1.0,6659.81,Credit,Memphis,Online,Retired,2023-08-03 18:18:56,2024-11-04 08:11:07,High,1
239.41,42.0,248.0,1.0,7860.65,Credit,,Online,Doctor,2023-11-01 17:23:46,2024-11-04 08:07:19,Low,0
7.480000000000018,55.0,29.000000000000014,1.0,4734.110000000001,Debit,San Antonio,ATM,Engineer,2023-07-03 16:46:20,2024-11-04 08:12:21,Medium,1
170.97,26.0,292.0,1.0,1265.27,Debit,Nashville,Branch,Student,2023-05-01 17:04:30,2024-11-04 08:07:51,Very Low,2
659.15,22.0,204.0,1.0,1241.5900000000001,Debit,Boston,ATM,Student,2023-01-31 16:02:23,2024-11-04 08:06:24,Very Low,2
31.529999999999973,25.0,283.0,1.0,874.9300000000003,Debit,Kansas City,Online,Student,2023-12-20 17:15:14,2024-11-04 08:06:33,Very Low,2
111.66,48.0,140.0,1.0,5716.72,Credit,,Online,Engineer,2023-06-07 18:18:32,2024-11-04 08:07:36,Medium,1
250.01,62.0,88.0,1.0,1541.48,Debit,Kansas City,ATM,Retired,2023-11-06 16:28:15,2024-11-04 08:12:10,Medium,1
554.15,49.0,108.0,1.0,14817.22,Debit,Raleigh,ATM,Doctor,2023-04-18 17:17:37,2024-11-04 08:12:11,Medium,0
598.66,32.0,222.0,1.0,2587.11,,Charlotte,Branch,Engineer,2023-01-10 16:51:44,2024-11-04 08:11:41,Low,2
28.379999999999995,55.0,98.0,1.0,173.69999999999982,Debit,Sacramento,Branch,Doctor,2023-05-18 16:24:16,2024-11-04 08:08:56,Medium,1
16.80000000000001,49.0,94.0,1.0,11847.07,Debit,San Diego,ATM,Doctor,2023-11-27 17:01:48,2024-11-04 08:09:51,Medium,0
896.79,33.0,168.0,1.0,11146.74,Debit,Dallas,Online,Doctor,2023-11-06 16:35:59,2024-11-04 08:06:45,Low,0
159.0,49.0,38.0,1.0,369.78999999999996,Debit,Las Vegas,ATM,Engineer,2023-03-06 18:04:32,2024-11-04 08:08:35,Medium,1
56.31,75.0,195.0,1.0,6396.08,Credit,Houston,Online,Retired,2023-09-27 17:54:16,2024-11-04 08:08:12,High,1
203.99,52.0,215.0,1.0,4840.31,Debit,Philadelphia,Online,Retired,2023-01-20 16:34:35,2024-11-04 08:09:52,Medium,1
50.99000000000001,29.0,76.0,1.0,1334.6,Debit,Detroit,Branch,Doctor,2023-10-31 16:45:07,2024-11-04 08:10:00,Low,2
101.28,32.0,75.0,1.0,2774.35,Credit,Chicago,Online,Engineer,2023-08-23 18:19:06,2024-11-04 08:06:44,Low,2
299.92,27.0,122.0,1.0,1368.0,Debit,Denver,ATM,Student,2023-10-09 18:41:21,2024-11-04 08:08:59,Low,2
77.54000000000002,67.0,73.0,1.0,4536.38,Debit,Phoenix,Online,Retired,2023-02-01 17:12:47,2024-11-04 08:10:22,High,1
